title,type,description,release_year,duration,genre_id,title_platform
Us Again,Movie,An elderly man and his young-at-heart wife rekindle their passion for life on one magical night.,2021,7 min,"Animation,",Disney Plus
American Eid,Movie,"Ameena, a homesick Muslim Pakistani immigrant, wakes up on Eid to find out she has to go to school.",2021,21 min,Drama,Disney Plus
Bluey,TV Show,"Bluey is a six year-old Blue Heeler dog, who turns everyday family life into adventures.",2019,2 Seasons,"Animation,",Disney Plus
Dinner Is Served,Movie,A Chinese student uncovers his true identity when trying out for a leadership role at a U.S. school.,2021,21 min,Coming,Disney Plus
Disney Sydney To The Max,TV Show,Sydney navigates middle school with help from her Dad.,2018,3 Seasons,"Comedy,",Disney Plus
Growing Fangs,Movie,"Val Garcia, a Mexican-American half human/half vampire teenager, struggles to fit in either world.",2021,20 min,Coming,Disney Plus
Kingdom of the Polar Bears,TV Show,Follow a mother polar bear as she raises two cubs on the Hudson Bay’s receding ice.,2021,1 Season,Animals,Disney Plus
Let's Be Tigers,Movie,"Grieving for her mother, Avalon finds comfort when she's put in charge of a 4-year-old for a night.",2021,15 min,Drama,Disney Plus
The Last of the Chupacabras,Movie,A lonely Mexican-American woman unknowingly summons a dark and ancient creature.,2021,14 min,Fantasy,Disney Plus
The Little Prince(ss),Movie,"When Chinese kids Gabriel and Rob become friends, Rob's dad questions Gabriel's feminine behavior.",2021,19 min,Drama,Disney Plus
Wicked Tuna,TV Show,Massachusetts fishermen make their living one catch at a time in pursuit of the bluefin tuna.,2016,10 Seasons,"Action-Adventure,",Disney Plus
Big City Greens,TV Show,The Green family moves from the country to Big City.,2017,2 Seasons,"Action-Adventure,",Disney Plus
Fury Files,TV Show,Get top-secret access to S.H.I.E.L.D. video dossiers on key Marvel heroes and villains.,2013,1 Season,"Animation,",Disney Plus
Ice Road Rescue,TV Show,Ice Road Rescue follows Norwegian towing teams who rescue trucks and trailers on icy mountain roads.,2015,5 Seasons,"Docuseries,",Disney Plus
Tinker Bell and the Legend of the NeverBeast,Movie,Tink and her friends risk everything to rescue the mysterious NeverBeast.,2014,79 min,"Action-Adventure,",Disney Plus
Schoolhouse Rock!,TV Show,"Musical shorts teach kids history, grammar, and math.",1973,6 Seasons,Animals,Disney Plus
Disney Special Agent Oso: Three Healthy Steps (Shorts),TV Show,Oso and his friends watch a kid as they demonstrate the steps to performing a healthy activity.,2011,1 Season,"Action-Adventure,",Disney Plus
Race to the Center of the Earth,TV Show,Race to the Center of the Earth. Four epic courses. One finish line.,2021,1 Season,"Action-Adventure,",Disney Plus
Special Agent Oso,TV Show,Special Agent Oso is an adorable stuffed bear and an agent-in-training!,2009,2 Seasons,"Action-Adventure,",Disney Plus
X-Men: The Last Stand,Movie,"When Professor X clashes with Magneto, the battle lines are drawn for the war to end all wars.",2006,105 min,"Action-Adventure,",Disney Plus
The Incredible Hulk,TV Show,Scientist Bruce Banner develops a dangerous alter ego – a monster known as the Incredible Hulk.,1996,2 Seasons,"Action-Adventure,",Disney Plus
Fantastic Four: Rise of the Silver Surfer,Movie,"The Fantastic Four meet The Silver Surfer, who comes to Earth to prepare it for destruction.",2007,93 min,"Action-Adventure,",Disney Plus
Wander Over Yonder,TV Show,Best friends travel through the cosmos.,2013,2 Seasons,Comedy,Disney Plus
Wild Hearts Can't Be Broken,Movie,"A runaway is determined to become a death-defying horse ""diving girl.""",1991,89 min,"Biographical,",Disney Plus
"Maggie Simpson in ""The Force Awakens from its Nap""",Movie,"In a daycare far, far away… but still in Springfield, Maggie goes on a quest for her lost pacifier.",2021,4 min,"Animation,",Disney Plus
Star Wars Biomes,Movie,"Fly over the surface of some of the most iconic Star Wars biomes, planets, and moons.",2021,18 min,Science Fiction,Disney Plus
Star Wars Vehicle Flythroughs,TV Show,Fly through some of the most iconic Star Wars ships and vehicles.,2021,1 Season,"Anthology,",Disney Plus
The Bad Batch,TV Show,The Bad Batch must find their way in a rapidly changing galaxy.,2021,1 Season,"Action-Adventure,",Disney Plus
Spider-Man,TV Show,A young man with spider-like abilities fights crime while trying to have a normal personal life.,1994,5 Seasons,"Action-Adventure,",Disney Plus
22 vs. Earth,Movie,"22 refuses to go to Earth, enlisting a gang of 5 other new souls in her attempt at rebellion.",2021,9 min,"Animation,",Disney Plus
Adventures in Wonderland,TV Show,This Emmy award-winning series mixes music and fantasy with language and social skills.,1996,1 Season,"Fantasy,",Disney Plus
Disney My Music Story SUKIMASWITCH,Movie,This episode features SUKIMASWITCH. They share their thoughts on music.,2020,81 min,"Biographical,",Disney Plus
DuckTales,TV Show,Join Scrooge and family on globe-trotting adventures!,2017,3 Seasons,"Action-Adventure,",Disney Plus
Oklahoma!,Movie,Two young cowboys vie with a ranch hand and peddler for the hearts of the women they love.,1956,148 min,"Musical,",Disney Plus
Baby's Day Out,Movie,Three bumbling kidnappers attempt to nab the baby of a rich couple.,1994,99 min,"Action-Adventure,",Disney Plus
Being the Queen,Movie,Being the Queen tells the story of Queen Elizabeth II from those who know her best.,2020,44 min,"Biographical,",Disney Plus
Liv and Maddie,TV Show,The series follows 15-year-old twins Liv and Maddie.,2013,4 Seasons,"Comedy,",Disney Plus
Secrets of the Whales,TV Show,Secrets of the Whales reveals the mysterious and beautiful world of whales.,2021,1 Season,Animals,Disney Plus
Big Shot,TV Show,"After being ousted from NCAA, a men’s basketball coach takes a job at an elite private high school.",2021,1 Season,"Comedy,",Disney Plus
Earth Moods,TV Show,Relax and reset as you journey around the world with Earth Moods.,2021,1 Season,Animals,Disney Plus
Primal Survivor,TV Show,Hazen Audel relives his most thrilling moments and reveals what it takes to become Primal Survivor.,2014,5 Seasons,"Docuseries,",Disney Plus
Rio,Movie,"Blu, a rare macaw leaves his home in small town Minnesota and heads to Rio to help save his species.",2011,99 min,"Action-Adventure,",Disney Plus
The Kid Who Would Be King,Movie,"When a kid discovers the legendary sword, Excalibur, he and his friends join Merlin to fight evil!",2019,121 min,"Action-Adventure,",Disney Plus
Treasure Buddies,Movie,Travel across the globe on a treasure hunt with the adorable thrill-seeking Buddies.,2012,96 min,"Action-Adventure,",Disney Plus
White Fang 2: Myth of the White Wolf,Movie,A dog-wolf stops miners from destroying a sacred land.,1994,106 min,"Action-Adventure,",Disney Plus
Cesar Millan: The Real Story,Movie,Follow Cesar Millan's incredible rise from impoverished illegal immigrant to celebrity dog trainer.,2012,45 min,"Biographical,",Disney Plus
Future-Worm!,TV Show,"One boy, one worm... these are their adventures!",2016,1 Season,"Family,",Disney Plus
Kick Buttowski: Suburban Daredevil,TV Show,Kick Buttowski is an extraordinary kid determined to become the worlds greatest daredevil.,2010,2 Seasons,"Action-Adventure,",Disney Plus
Man of the House,Movie,A man joins the YMCA to impress the son of the woman of his dreams.,1995,97 min,"Comedy,",Disney Plus
Mark Twain and Me,Movie,"A shy 11 -year- old is thrilled to meet Mark Twain, the man she most admires in all the world.",1991,93 min,"Biographical,",Disney Plus
Squanto: A Warrior's Tale,Movie,A vivid true story of one man's unquenchable thirst for independence.,1994,102 min,"Action-Adventure,",Disney Plus
Caravan of Courage: An Ewok Adventure,Movie,"After Cindel and Mace are separated from their parents, courageous Ewoks aid in reuniting them.",1984,97 min,"Action-Adventure,",Disney Plus
Ewoks: The Battle for Endor,Movie,The adventures of the Ewoks continue as Wicket and friends confront the evil Marauders.,1985,97 min,"Action-Adventure,",Disney Plus
Higglytown Heroes,TV Show,"You're invited to meet the heroes all around you, since everyone's a hero in their own way!",2004,2 Seasons,"Animation,",Disney Plus
Island at the Top of the World,Movie,A man commissions an airship and crew to search for his missing son.,1974,94 min,"Action-Adventure,",Disney Plus
Made in a Day,TV Show,This is the story of how today’s biggest brands are made today.,2020,1 Season,Reality,Disney Plus
Night at the Museum,Movie,A new guard at the Natural History Museum finds that when visitors leave the exhibits come to life.,2006,109 min,"Action-Adventure,",Disney Plus
Secrets Of The Zoo,TV Show,Go behind the scenes at The Columbus Zoo and Aquarium.,2017,4 Seasons,Animals,Disney Plus
Sharks Of The Bermuda Triangle,Movie,The Bermuda Triangle’s greatest wonder may be the secret breeding grounds of tiger sharks.,2020,45 min,Animals,Disney Plus
Star Wars Vintage: Clone Wars 2D Micro-Series,TV Show,"Enjoy this thrilling, Emmy® Award-winning animated series that continues the Star Wars story.",2021,1 Season,Series,Disney Plus
Star Wars Vintage: Story of the Faithful Wookiee,Movie,"With his friends ailing from a sleeping virus, Chewbacca gets “help” from Boba Fett.",2021,9 min,Animation,Disney Plus
Star Wars: Ewoks,TV Show,"Join your favorite, furry Star Wars heroes, the Ewoks, in an action-packed, animated series!",1985,2 Seasons,"Action-Adventure,",Disney Plus
The Big Year,Movie,Three men pursue the Birder of the Year title across the continent.,2011,101 min,Animals,Disney Plus
The Last Ice,Movie,"As climate change melts the Arctic ice, the indigenous people fight to protect the land.",2020,82 min,Animals,Disney Plus
Third Man on the Mountain,Movie,"A boy attempts the impossible - climbing the ""Citadel.""",1959,107 min,"Action-Adventure,",Disney Plus
Walk the Prank,TV Show,Chance and his crew prank unsuspecting targets.,2016,3 Seasons,"Comedy,",Disney Plus
Gnomeo & Juliet,Movie,Two garden gnomes remain star-crossed lovers during a feud among neighbors.,2011,86 min,"Action-Adventure,",Disney Plus
Pickle and Peanut,TV Show,The freewheeling adventures of Pickle and Peanut.,2015,2 Seasons,Comedy,Disney Plus
The Mighty Ducks: Game Changers,TV Show,A new group of misfits rediscovers the joys of playing hockey for the love of the game.,2021,1 Season,"Comedy,",Disney Plus
Disney Big Hero 6 The Series,TV Show,"Hiro, Baymax and team protect the city from villains.",2017,3 Seasons,"Action-Adventure,",Disney Plus
Disney My Music Story: Perfume,Movie,J-Pop band Perfume shares their passion for music and Disney memories.,2019,53 min,"Biographical,",Disney Plus
Mexico Untamed,TV Show,Predator and prey fight age-old battles for survival in Mexico Untamed,2018,1 Season,Animals,Disney Plus
The Falcon and The Winter Soldier,TV Show,Sam Wilson aka The Falcon and Bucky Barnes aka The Winter Soldier team up on a global adventure.,2021,1 Season,"Action-Adventure,",Disney Plus
Doc McStuffins: The Doc Is In,Movie,Doc McStuffins helps kids learn about healthy habits.,2020,24 min,"Animation,",Disney Plus
Marvel Studios ASSEMBLED,TV Show,ASSEMBLED is an immersive series of docu-specials examining the next phase of the MCU.,2021,1 Season,"Anthology,",Disney Plus
Miss Peregrine's Home for Peculiar Children,Movie,A wildly imaginative fantasy-adventure about a secret world for children with unusual powers.,2016,127 min,Coming,Disney Plus
Own the Room,Movie,"Five young entrepreneurs from across the world vie for $100,000.",2021,91 min,Documentary,Disney Plus
Garfield: A Tail of Two Kitties,Movie,Garfield is adopted by a greedy Lord with nefarious plans to open up his estate as a hunting ground.,2006,79 min,"Comedy,",Disney Plus
American Dragon: Jake Long,TV Show,Jake strives to find balance in his life as a New York teen learning to master his mystical powers.,2004,2 Seasons,"Action-Adventure,",Disney Plus
Car SOS,TV Show,"Decaying classic cars are revived by two experts for unsuspecting, grateful owners.",2012,8 Seasons,"Buddy,",Disney Plus
Disney Channel Games 2008,TV Show,Disney Channel stars from around the globe compete in the third annual Disney Channel Games.,2008,1 Season,Game,Disney Plus
Disney Roll It Back (Shorts),TV Show,Join the cast of Just Roll With It as they recap all the crazy that happened in the latest episode!,2019,1 Season,"Comedy,",Disney Plus
Dog With a Blog,TV Show,Tyler and Avery hide the fact that their new dog can talk.,2012,3 Seasons,"Comedy,",Disney Plus
Mickey Go Local,TV Show,"Mickey and his friends explore Singapore and Malaysia’s finest, from food to clothing.",2019,1 Season,"Animation,",Disney Plus
Myth: A Frozen Tale,Movie,A family sits down for a bedtime story and is transported to a forest filled with elemental spirits.,2021,12 min,"Animation,",Disney Plus
Okavango: River of Dreams,Movie,The story of the Okavango River through the wildlife who dwell amongst its waters.,2020,95 min,Animals,Disney Plus
Pair of Kings,TV Show,"Fraternal teenage twins, Brady and Boomer, are suddenly informed of their royal lineage.",2010,3 Seasons,"Action-Adventure,",Disney Plus
Secrets of Sulphur Springs,TV Show,Griffin and his family move to a mysterious town.,2021,1 Season,"Family,",Disney Plus
Shanghai Disney Resort Grand Opening Gala,Movie,A grand extravaganza which celebrates the opening of Shanghai Disney Resort.,2016,24 min,Variety,Disney Plus
Cheaper By the Dozen,Movie,Tom and Kate Baker discover that managing twelve children and big careers are a difficult mix.,2003,99 min,"Comedy,",Disney Plus
Cheaper by the Dozen 2,Movie,The Bakers go toe-to-toe against the Murtaughs in the ultimate inter-family battle.,2005,95 min,"Comedy,",Disney Plus
Flora & Ulysses,Movie,Comic book fan Flora saves a squirrel whose superhero powers bring hope and wonder to her family.,2021,95 min,"Comedy,",Disney Plus
The Book of Life,Movie,A young man embarks on a journey that spans three fantastical worlds.,2014,101 min,"Action-Adventure,",Disney Plus
The Muppet Show,TV Show,It's time to raise the curtain on The Muppet Show!,1976,5 Seasons,"Comedy,",Disney Plus
Marvel Battleworld: Mystery of the Thanostones,TV Show,Iron Man and Captain Marvel team up to stop Thanos!,2020,1 Season,"Action-Adventure,",Disney Plus
Marvel's Behind the Mask,Movie,A documentary special exploring the power of identity behind superheroes we know and love today.,2021,65 min,"Anthology,",Disney Plus
Rodgers & Hammerstein's Cinderella,Movie,History’s most enduring fairy tale returns with a thoroughly modern twist.,1997,86 min,"Comedy,",Disney Plus
You Again,Movie,An unlikely reunion causes high school drama to resurface between a nice girl and her arch nemesis.,2010,106 min,Comedy,Disney Plus
Disney My Music Story: Yoshiki,Movie,Yoshiki from “X Japan” performs two Disney songs and talks about his music.,2019,48 min,"Biographical,",Disney Plus
Expedition Everest,Movie,Scientists and Sherpas team up on Mount Everest to install the highest weather station in the world.,2020,45 min,Animals,Disney Plus
